CHAT_DAY,CHAT_HOUR,CHAT_MINUTE,CHAT_SECOND,USERNAME,CHAT_MESSAGE
2014-06-30,17,51,01,<mischat_>,mischat_ has joined #swig
2014-06-30,17,53,27,<mischat>,mischat has quit
2014-06-30,17,55,17,<bblfish>,bblfish has quit
2014-06-30,17,59,23,<dsheets>,dsheets has quit
2014-06-30,18,00,40,<mischat_>,mischat_ has quit
2014-06-30,18,09,13,<monokrome>,monokrome has quit
2014-06-30,18,09,26,<monokrome>,monokrome has joined #swig
2014-06-30,18,09,33,<monokrome>,monokrome has quit
2014-06-30,18,09,59,<monokrome>,monokrome has joined #swig
2014-06-30,18,49,49,<bblfish>,bblfish has joined #swig
2014-06-30,18,54,10,<jmvanel>,jmvanel has quit
2014-06-30,18,54,57,<digikim>,digikim has quit
2014-06-30,18,55,13,<digikim>,digikim has joined #swig
2014-06-30,19,08,59,<kwijibo>,kwijibo has joined #swig
2014-06-30,19,10,59,<rszeno>,rszeno has joined #swig
2014-06-30,19,29,21,<bblfish>,bblfish has quit
2014-06-30,19,29,55,<bblfish>,bblfish has joined #swig
2014-06-30,19,34,46,<bblfish>,bblfish has quit
2014-06-30,19,35,59,<bblfish>,bblfish has joined #swig
2014-06-30,19,43,06,<mischat>,mischat has joined #swig
2014-06-30,20,12,31,<hybrid>,hybrid has quit
2014-06-30,20,34,38,<AAA_awright>,AAA_awright has quit
2014-06-30,20,46,53,<bblfish>,bblfish has quit
2014-06-30,20,47,35,<bblfish>,bblfish has joined #swig
2014-06-30,20,48,01,<Phae_>,Phae_ is now known as Phae
2014-06-30,20,50,00,<AAA_awright>,AAA_awright has joined #swig
2014-06-30,20,51,32,<kwijibo>,kwijibo has quit
2014-06-30,20,51,52,<bblfish>,bblfish has quit
2014-06-30,20,51,58,<AAA_awright>,AAA_awright has quit
2014-06-30,20,57,22,<njero_>,njero_ has quit
2014-06-30,21,00,39,<TallTed>,TallTed has quit
2014-06-30,21,01,08,<jmvanel>,jmvanel has joined #swig
2014-06-30,21,03,57,<deiu>,deiu has quit
2014-06-30,21,04,36,<njero>,njero has joined #swig
2014-06-30,21,04,59,<jmvanel>,jmvanel has quit
2014-06-30,21,12,23,<timbl>,timbl has quit
2014-06-30,21,18,10,<bblfish>,bblfish has joined #swig
2014-06-30,21,18,34,<RusAlex>,RusAlex has quit
2014-06-30,21,19,10,<deiu>,deiu has joined #swig
2014-06-30,21,19,11,<deiu>,deiu has quit
2014-06-30,21,19,11,<deiu>,deiu has joined #swig
2014-06-30,21,19,47,<timbl>,timbl has joined #swig
2014-06-30,21,23,43,<bblfish>,bblfish has quit
2014-06-30,21,27,54,<rszeno1>,rszeno1 has joined #swig
2014-06-30,21,28,26,<njh_>,njh_ has joined #swig
2014-06-30,21,28,41,<DanC__>,DanC__ has joined #swig
2014-06-30,21,30,03,<dc_swig>,dc_swig has joined #swig
2014-06-30,21,31,20,<RusAlex>,RusAlex has joined #swig
2014-06-30,21,33,31,<rszeno>,rszeno has quit
2014-06-30,21,34,55,<njh>,njh has quit
2014-06-30,21,34,56,<DanC>,DanC has quit
2014-06-30,21,34,58,<drewp>,drewp has quit
2014-06-30,21,34,58,<dc_swig_>,dc_swig_ has quit
2014-06-30,21,34,59,<njh_>,njh_ is now known as njh
2014-06-30,21,35,00,<njh>,njh has quit
2014-06-30,21,35,00,<njh>,njh has joined #swig
2014-06-30,21,38,22,<drewp>,drewp has joined #swig
2014-06-30,21,40,17,<deiu>,deiu has quit
2014-06-30,21,55,07,<porton>,porton has joined #swig
2014-06-30,21,55,38,<porton>,I write a new specification based on RDF. Which of RDF serialization formats should be RDF examples be in?
2014-06-30,21,56,05,<porton>,Currently all my examples are in RDF/XML. Should I rewrite into an other format?
2014-06-30,21,56,32,<warp>,porton: I expect that depends on your audience :)
2014-06-30,21,57,08,<porton>,warp: The audience is programmers of various levels (both implementers and users of my system should be able to program)
2014-06-30,21,57,31,<warp>,"porton: I personally prefer turtle or json-ld, but that's just because I am more familiar with those."
2014-06-30,21,58,13,<porton>,"warp: Honestly, I know only RDF/XML. I can study other formats, but don't know whether it's worth. Are there advantages of turtle or json-ld?"
2014-06-30,21,58,25,<porton>,"By the way, this is my project: http://freesoft.portonvictor.org/namespaces.xml"
2014-06-30,21,58,41,<warp>,"porton: right, I don't mean just the programmers working with your system, but also the tools they use.  If someone has a setup where they are already dealing with RDF/XML from other sources, obviously working with RDF/XML will be convenient for them."
2014-06-30,21,59,44,<porton>,warp: Only developers of my system (currently myself) need to parse RDF. Ordinary users of my system however need to write RDF
2014-06-30,21,59,46,<warp>,porton: especially for documentation I think turtle is more readable for readers who are familiar with RDF.  json-ld may be easier for readers familiar with json and not familiar with RDF.
2014-06-30,22,01,08,<Anchakor>,"porton: most people really dislike rdf/xml, and prefer turtle"
2014-06-30,22,01,21,<porton>,"warp: So, is your advise to rewrite all examples in Turtle?"
2014-06-30,22,01,59,<porton>,Does Turtle has rdf:Seq support?
2014-06-30,22,02,45,<porton>,"By the way, are there other widespread RDF parsing tools except of librdf?"
2014-06-30,22,02,48,<Anchakor>,all rdf serializations support all of rdf
2014-06-30,22,03,25,<porton>,Should I learn only Turtle? Any other useful formats?
2014-06-30,22,04,16,<warp>,"porton: I think you should at least look into what JSON-LD is, it's getting fairly popular.  Even if you don't end up using it is valuable to know about it :)"
2014-06-30,22,05,17,<Anchakor>,best would be if you had something like the owl primer document has - option to toggle visibility of various syntaxes
2014-06-30,22,05,37,<porton>,warp: I don't see any advantages of JSON-LD for me
2014-06-30,22,05,45,<porton>,Anchakor: How is it done? with JS?
2014-06-30,22,05,46,<tobyink_>,Anchakor: actually not all RDF statements can be represented in RDF/XML.
2014-06-30,22,05,56,<Anchakor>,porton: http://www.w3.org/TR/owl2-primer/#OWL_Syntaxes
2014-06-30,22,06,08,<tobyink_>,<http://example.com/1> <http://example.com/2> <http://example.com/3> .
2014-06-30,22,06,14,<porton>,tobyink_: I thought all can be represented in RDF/XML. Please a counterexample
2014-06-30,22,06,15,<Anchakor>,yes js
2014-06-30,22,06,37,<timbl>,timbl has quit
2014-06-30,22,06,50,<Anchakor>,"tobyink_: yeah, but that confuses new people ;)"
2014-06-30,22,06,53,<tobyink_>,porton: The example above. The predicate URI <http://example.com/2> cannot be represented as an XML qname.
2014-06-30,22,07,25,<porton>,"tobyink_: Sorry, I'm confused. Why can't it be represented?"
2014-06-30,22,07,46,<porton>,tobyink_: gotcha
2014-06-30,22,08,14,<tobyink_>,"<ex:2 ex:xmlns=""http://example.com/"">"
2014-06-30,22,08,25,<porton>,Is it a good practice to write only RDF representable in RDF/XML?
2014-06-30,22,08,33,<tobyink_>,"But oops, ""ex:2"" is not valid according to XML namespaces."
2014-06-30,22,09,31,<tobyink_>,Generally speaking people avoid creating vocabularies/ontologies/schemas/whatever-we're-calling-them-this-week that include terms which cannot be legally represented in RDF/XML.
2014-06-30,22,09,32,<porton>,"By the way, what the community thinks about my project? http://freesoft.portonvictor.org/namespaces.xml"
2014-06-30,22,18,40,<bblfish>,bblfish has joined #swig
2014-06-30,22,20,28,<porton>,Nobody interested in my specification?
2014-06-30,22,22,54,<bblfish>,bblfish has quit
2014-06-30,22,29,11,<rszeno1>,rszeno1 has quit
2014-06-30,22,29,32,<rszeno>,rszeno has joined #swig
2014-06-30,22,40,06,<karlcow>,karlcow has quit
2014-06-30,22,40,17,<karlcow>,karlcow has joined #swig
2014-06-30,22,47,35,<porton>,porton has quit
2014-06-30,22,51,55,<mischat>,mischat has quit
2014-06-30,22,53,19,<karlcow>,karlcow has quit
2014-06-30,22,53,19,<nicktick>,nicktick has joined #swig
2014-06-30,22,59,11,<rszeno>,rszeno has quit
2014-06-30,23,07,38,<nicktick>,nicktick has quit
2014-06-30,23,11,58,<RusAlex>,RusAlex has quit
2014-06-30,23,16,09,<ephemerian>,ephemerian has quit
2014-06-30,23,54,55,<RusAlex>,RusAlex has joined #swig
2014-06-29,00,00,35,<gavinc_>,gavinc_ has joined #swig
2014-06-29,00,02,05,<dbs>,dbs has joined #swig
2014-06-29,00,02,25,<karstensrage_>,karstensrage_ has joined #swig
2014-06-29,00,02,55,<gavinc>,gavinc has quit
2014-06-29,00,02,55,<karstensrage>,karstensrage has quit
2014-06-29,00,03,07,<gniourf>,gniourf has quit
2014-06-29,00,03,07,<dbs_>,dbs_ has quit
2014-06-29,00,03,07,<Phae>,Phae has quit
2014-06-29,00,03,08,<rodgort>,rodgort has quit
2014-06-29,00,03,09,<Phae_>,Phae_ has joined #swig
2014-06-29,00,04,43,<dajobe->,dajobe- has joined #swig
2014-06-29,00,05,13,<sivoais_>,sivoais_ has joined #swig
2014-06-29,00,05,24,<ktkNA_>,ktkNA_ has joined #swig
2014-06-29,00,06,07,<sivoais>,sivoais has quit
2014-06-29,00,06,07,<ktkNA>,ktkNA has quit
2014-06-29,00,06,07,<dajobe>,dajobe has quit
2014-06-29,00,06,37,<dajobe->,dajobe- is now known as dajobe
2014-06-29,00,06,38,<gniourf>,gniourf has joined #swig
2014-06-29,00,07,33,<dmiles>,dmiles has joined #swig
2014-06-29,00,07,48,<Pipian_>,Pipian_ has joined #swig
2014-06-29,00,07,59,<bblfish>,bblfish has joined #swig
2014-06-29,00,08,20,<iwaim___>,iwaim___ has joined #swig
2014-06-29,00,08,37,<sivoais_>,sivoais_ is now known as sivoais
2014-06-29,00,08,42,<sivoais>,sivoais has quit
2014-06-29,00,08,42,<sivoais>,sivoais has joined #swig
2014-06-29,00,08,46,<Pipian>,Pipian has quit
2014-06-29,00,08,46,<dmiles_afk>,dmiles_afk has quit
2014-06-29,00,08,46,<iwaim>,iwaim has quit
2014-06-29,00,08,47,<Pipian_>,Pipian_ is now known as Pipian
2014-06-29,00,09,45,<rodgort>,rodgort has joined #swig
2014-06-29,00,12,38,<bblfish>,bblfish has quit
2014-06-29,00,17,12,<uranther>,uranther has quit
2014-06-29,00,17,27,<FlashingFire>,FlashingFire has joined #swig
2014-06-29,00,19,36,<uranther>,uranther has joined #swig
2014-06-29,00,22,43,<nevali>,nevali has quit
2014-06-29,00,22,44,<Pipian>,Pipian has quit
2014-06-29,00,23,09,<o0o0o>,o0o0o has quit
2014-06-29,00,24,55,<o0o0o>,o0o0o has joined #swig
2014-06-29,00,28,47,<BoerFranz>,BoerFranz has joined #swig
2014-06-29,00,30,49,<drrho_>,drrho_ has joined #swig
2014-06-29,00,30,51,<sandro->,sandro- has joined #swig
2014-06-29,00,31,27,<Yudai____>,Yudai____ has joined #swig
2014-06-29,00,31,41,<stillLotR>,stillLotR has joined #swig
2014-06-29,00,32,05,<tobyink_>,tobyink_ has joined #swig
2014-06-29,00,32,54,<ktkNA>,ktkNA has joined #swig
2014-06-29,00,35,15,<stain>,stain has joined #swig
2014-06-29,00,36,32,<ktkNA_>,ktkNA_ has quit
2014-06-29,00,36,33,<stain_>,stain_ has quit
2014-06-29,00,36,34,<Yudai___>,Yudai___ has quit
2014-06-29,00,36,35,<drrho>,drrho has quit
2014-06-29,00,36,35,<Cpt_Homoerotica>,Cpt_Homoerotica has quit
2014-06-29,00,36,36,<sandro>,sandro has quit
2014-06-29,00,36,36,<kasei>,kasei has quit
2014-06-29,00,36,37,<tobyink>,tobyink has quit
2014-06-29,00,36,37,<LotR>,LotR has quit
2014-06-29,00,36,37,<kasei_>,kasei_ has joined #swig
2014-06-29,00,36,46,<sandro->,sandro- is now known as sandro
2014-06-29,00,40,10,<MrWoohoo>,MrWoohoo has joined #swig
2014-06-29,00,45,02,<bblfish>,bblfish has joined #swig
2014-06-29,00,50,08,<bblfish>,bblfish has quit
2014-06-29,01,04,54,<karstensrage_>,karstensrage_ is now known as karstensrage
2014-06-29,01,05,05,<karstensrage>,karstensrage has quit
2014-06-29,01,05,05,<karstensrage>,karstensrage has joined #swig
2014-06-29,01,12,25,<Jabberz>,Jabberz has joined #swig
2014-06-29,01,26,50,<bblfish>,bblfish has joined #swig
2014-06-29,01,31,27,<bblfish>,bblfish has quit
2014-06-29,01,47,10,<MrWoohoo>,MrWoohoo has quit
2014-06-29,02,27,50,<bblfish>,bblfish has joined #swig
2014-06-29,02,32,24,<bblfish>,bblfish has quit
2014-06-29,03,28,15,<bblfish>,bblfish has joined #swig
2014-06-29,03,32,42,<bblfish>,bblfish has quit
2014-06-29,03,59,37,<dbs>,dbs has quit
2014-06-29,04,00,29,<dbs>,dbs has joined #swig
2014-06-29,04,16,16,<Jabberz>,Jabberz has quit
2014-06-29,04,22,09,<FlashingFire>,FlashingFire has quit
2014-06-29,04,25,11,<bblfish>,bblfish has joined #swig
2014-06-29,04,27,07,<bblfish>,bblfish has quit
2014-06-29,04,27,33,<bblfish>,bblfish has joined #swig
2014-06-29,04,31,49,<bblfish>,bblfish has quit
2014-06-29,04,38,21,<fr33domlover>,fr33domlover has quit
2014-06-29,04,39,06,<fr33domlover>,fr33domlover has joined #swig
2014-06-29,04,53,39,<FlashingFire>,FlashingFire has joined #swig
2014-06-29,04,58,07,<bblfish>,bblfish has joined #swig
2014-06-29,05,03,20,<bblfish>,bblfish has quit
2014-06-29,05,15,26,<bblfish>,bblfish has joined #swig
2014-06-29,05,24,52,<o0o0o>,o0o0o has quit
2014-06-29,05,36,25,<o0o0o>,o0o0o has joined #swig
2014-06-29,06,02,42,<FlashingFire1>,FlashingFire1 has joined #swig
2014-06-29,06,03,17,<FlashingFire1>,FlashingFire1 has quit
2014-06-29,06,04,00,<FlashingFire>,FlashingFire has quit
2014-06-29,07,38,08,<Phae_>,Phae_ has quit
2014-06-29,07,38,09,<Phae_>,Phae_ has joined #swig
2014-06-29,07,38,36,<uranther>,uranther has quit
2014-06-29,07,38,36,<uranther>,uranther has joined #swig
2014-06-29,07,56,49,<MrWoohoo>,MrWoohoo has joined #swig
2014-06-29,09,02,45,<bblfish>,bblfish has quit
2014-06-29,09,03,09,<bblfish>,bblfish has joined #swig
2014-06-29,09,04,33,<bblfish>,bblfish has quit
2014-06-29,09,04,39,<bblfish>,bblfish has joined #swig
2014-06-29,09,31,23,<danja>,danja has joined #swig
2014-06-29,09,44,15,<KjetilK>,KjetilK has joined #swig
2014-06-29,09,55,56,<BoerFranz>,BoerFranz is now known as Bestial_Twelve
2014-06-29,10,03,51,<uranther_>,uranther_ has joined #swig
2014-06-29,10,08,12,<uranther>,uranther has quit
2014-06-29,10,08,35,<uranther_>,uranther_ is now known as uranther
2014-06-29,10,28,14,<danja>,danja has quit
2014-06-29,10,28,41,<danja>,danja has joined #swig
2014-06-29,10,29,00,<danja>,* danja waves
2014-06-29,10,30,52,<danja>,"so, I read the RDF 1.1 rough spec about a year ago, is there anything I need to know?"
2014-06-29,10,31,01,<rodgort>,rodgort has quit
2014-06-29,10,32,53,<danja>,"timbl, what advice would you give to other implementers of the www spec, from Mars"
2014-06-29,10,33,35,<rodgort>,rodgort has joined #swig
2014-06-29,10,33,40,<danja>,that should be radio 4
2014-06-29,10,48,10,<mischat>,mischat has joined #swig
2014-06-29,11,02,21,<mischat>,mischat has quit
2014-06-29,11,56,50,<danja>,danja has quit
2014-06-29,12,22,27,<dbu>,did you read all 7 new HTTP RFCs
2014-06-29,12,26,08,<bblfish>,bblfish has quit
2014-06-29,12,26,10,<dbu>,"and Hyrda, LDP, LD-PATCH, CSVw, every vocab tussle on schema?"
2014-06-29,12,26,38,<bblfish>,bblfish has joined #swig
2014-06-29,12,27,03,<dbu>,can fuseki present a functional write-acceptint back3nd for Cimba/Kima/noJSDSN
2014-06-29,12,29,08,<danbri>,danbri has joined #swig
2014-06-29,12,31,10,<bblfish>,bblfish has quit
2014-06-29,12,39,14,<bblfish>,bblfish has joined #swig
2014-06-29,13,11,58,<bblfish>,bblfish has quit
2014-06-29,13,12,26,<bblfish>,bblfish has joined #swig
2014-06-29,13,16,37,<bblfish>,bblfish has quit
2014-06-29,14,01,56,<bblfish>,bblfish has joined #swig
2014-06-29,14,06,14,<bblfish>,bblfish has quit
2014-06-29,14,09,31,<ormaaj>,ormaaj has quit
2014-06-29,14,26,34,<bblfish>,bblfish has joined #swig
2014-06-29,14,31,02,<bblfish>,bblfish has quit
2014-06-29,15,26,38,<bblfish>,bblfish has joined #swig
2014-06-29,15,30,55,<bblfish>,bblfish has quit
2014-06-29,15,40,03,<dsheets>,dsheets has joined #swig
2014-06-29,15,45,07,<Jabberz>,Jabberz has joined #swig
2014-06-29,16,11,54,<Anchakor_>,Anchakor_ has joined #swig
2014-06-29,16,16,05,<bblfish>,bblfish has joined #swig
2014-06-29,16,45,47,<mischat>,mischat has joined #swig
2014-06-29,16,50,58,<mischat>,mischat has quit
2014-06-29,16,53,10,<mischat>,mischat has joined #swig
2014-06-29,17,22,42,<bblfish>,bblfish has quit
2014-06-29,17,23,22,<bblfish>,bblfish has joined #swig
2014-06-29,17,27,39,<bblfish>,bblfish has quit
2014-06-29,17,30,04,<bblfish>,bblfish has joined #swig
2014-06-29,17,43,29,<bblfish>,bblfish has quit
2014-06-29,17,43,59,<bblfish>,bblfish has joined #swig
2014-06-29,17,44,45,<FlashingFire>,FlashingFire has joined #swig
2014-06-29,17,48,32,<bblfish>,bblfish has quit
2014-06-29,17,51,59,<danbri>,danbri has quit
2014-06-29,18,03,01,<jmvanel>,jmvanel has joined #swig
2014-06-29,18,14,30,<bblfish>,bblfish has joined #swig
2014-06-29,18,14,43,<bblfish>,bblfish has quit
2014-06-29,18,14,49,<bblfish>,bblfish has joined #swig
2014-06-29,18,30,17,<danbri>,danbri has joined #swig
2014-06-29,18,34,59,<danbri>,danbri has quit
2014-06-29,18,59,08,<drrho_>,drrho_ has quit
2014-06-29,19,11,42,<drrho_>,drrho_ has joined #swig
2014-06-29,19,18,02,<dsheets>,dsheets has quit
2014-06-29,19,26,09,<MrWoohoo>,MrWoohoo has quit
2014-06-29,19,51,59,<stefan-_>,stefan-_ has joined #swig
2014-06-29,20,08,04,<FlashingFire1>,FlashingFire1 has joined #swig
2014-06-29,20,08,24,<bblfish_>,bblfish_ has joined #swig
2014-06-29,20,16,41,<FlashingFire>,FlashingFire has quit
2014-06-29,20,16,42,<bblfish>,bblfish has quit
2014-06-29,20,23,49,<sessi>,sessi has joined #swig
2014-06-29,20,23,53,<ww_>,ww_ has joined #swig
2014-06-29,20,23,57,<simeoni>,simeoni has quit
2014-06-29,20,23,57,<ww>,ww has quit
2014-06-29,20,23,59,<sessi>,sessi is now known as simeoni
2014-06-29,20,26,05,<stain_>,stain_ has joined #swig
2014-06-29,20,28,18,<gurke>,gurke has quit
2014-06-29,20,28,36,<stain>,stain has quit
2014-06-29,20,28,39,<sandro>,sandro has quit
2014-06-29,20,28,40,<bblfish_>,bblfish_ has quit
2014-06-29,20,29,09,<bblfish>,bblfish has joined #swig
2014-06-29,20,29,15,<dmiles>,dmiles has quit
2014-06-29,20,29,22,<sandro>,sandro has joined #swig
2014-06-29,20,29,47,<dmiles_afk>,dmiles_afk has joined #swig
2014-06-29,20,30,53,<gurke>,gurke has joined #swig
2014-06-29,20,30,53,<gurke>,gurke has quit
2014-06-29,20,30,53,<gurke>,gurke has joined #swig
2014-06-29,20,31,59,<zama>,zama has quit
2014-06-29,20,32,34,<bblfish>,bblfish has quit
2014-06-29,20,32,42,<bblfish>,bblfish has joined #swig
2014-06-29,20,33,19,<zama>,zama has joined #swig
2014-06-29,20,55,52,<stefan-_>,stefan-_ has quit
2014-06-29,21,06,47,<sandro>,sandro has quit
2014-06-29,21,20,55,<lmatteis>,lmatteis has joined #swig
2014-06-29,21,22,58,<sandro>,sandro has joined #swig
2014-06-29,21,31,16,<dbu>,dbu has quit
2014-06-29,21,33,05,<dbu>,dbu has joined #swig
2014-06-29,21,44,15,<kasei_>,kasei_ is now known as kasei
2014-06-29,21,46,34,<rszeno>,rszeno has joined #swig
2014-06-29,21,55,10,<karlcow>,karlcow has quit
2014-06-29,22,00,58,<rszeno>,rszeno has quit
2014-06-29,23,01,01,<bblfish>,bblfish has quit
2014-06-29,23,01,27,<bblfish>,bblfish has joined #swig
2014-06-29,23,06,38,<bblfish>,bblfish has quit
2014-06-29,23,13,22,<mischat>,mischat has quit
2014-06-29,23,32,39,<FlashingFire1>,FlashingFire1 has left #swig
2014-06-29,23,51,26,<lmatteis>,lmatteis has quit
2014-06-28,01,19,27,<DanC_>,* DanC_ waves to FlashingFire1
2014-06-28,01,20,00,<DanC_>,I can hardly stand Eclipse. it doesn't know about http://www.w3.org/wiki/IntegrityIsJobOne
2014-06-28,01,20,37,<DanC_>,* DanC_ grabs http://www.jetbrains.com/idea/download/download_thanks.jsp community edition...
